əkəbə~dhə	əkbəndʰə
niitərju~	nitrju~
niiti	niti
niitiʃastrə	nitiʃastrə
niipəɟə	nipəɟ
niipəɟəvu~	nipəɟvu~
niimə	nim
niiməvu~	nimvu~
niirəkhəvu~	nirəkʰvu~
niirəɳə	nirəɳ
niirəvə	nirəv
niirəvu~	nirvu~
niirogii	nirogi
niilə	nil
niivəɖəvu~	nivəɖvu~
nii~dəɳə	nindəɳ
nukəsanə	nuksan
nuutənə	nutən
nuurə	nur
nr≤utjə	nrutjə
nekə	nek
neta	neta
netagiirii	netagiri
nevu~	nevu~
nevjaʃii	nevjaʃi
nəitikə	nəitik
nəiru≤tjə	nəirutjə
nəivedə	nəived
nəivedə	 <nəivedə>  masc  the 
nəisərgikə	nəisərgik
nokərə	nokər
nokərəʃahii	nokərʃahi
nokərijatə	nokərijat
notərəvu~	notərvu~
notəru~	notru~
nodharu~	nodʰaru~
nobətə	nobət
nomə	nom
noɭijo	noɭijo
no~dhə	nø~dʰ
nəuka	nəuka
nəukadəɭə	nəukadəɭ
njatə	njat
njatiilu~	njatilu~
njajə	njaj
njajadhiiʃə	njajadʰiʃ
njajii	njaji
pəkəɖə	pəkəɖ
pəkəɖəvu~	pəkəɖvu~
pəkəvəvu~	pəkəvvu~
pəkəvanə	pəkvan
pəkʃə	pəkʃə
pəkʃaghatə	pəkʃagʰat
pəkʃəpatə	pəkʃəpat
pəkʃapəkʃii	pəkʃapəkʃi
pəkʃii	pəkʃi
pəkhəvaɟə	pəkʰvaɟ
pəkhəvaɖikə	pəkʰvaɖik
pəkhaɭəvu~	pəkʰaɭvu~
pəgə	pəg
pəgəthiju~	pəgətʰiju~
pəgəpaɭu~	pəgpaɭu~
pəgəpesaro	pəgpesaro
pəgəbhərə	pəgbʰər
pəgərəkhu~	pəgərkʰu~
pəgərəvə	pəgrəv
pəgəlu~	pəglu~
pəgarə	pəgar
pəgi	pəgi
pəgeru~	pəgeru~
pəcərə~gii	pəcrə˜gi
pəcəvu~	pəcvu~
pəcasə	pəcas
pəcciisə	pəccis
pəchəɖaʈə	pəchɖaʈ
pəchaɖəvu~	pəcʰaɖvu~
pəchatə	pəcʰat
pəchii	pəcʰi
pəchiitə	pəcʰit
pəcheɖii	pəcʰeɖi
pəɟəvəɳii	pəɟəvɳi
pəɟəvəvu~	pəɟəvvu~
pəʈəko	pəʈko
pəʈəpəʈə	pəʈpəʈ
pəʈəlaii	pəʈlai
pəʈəlaɳii	pəʈlaɳi
pəʈabaɟə	pəʈabaɟ
pəʈabaɟii	pəʈabaɟi
pəʈaməɳii	pəʈamɳi
pəʈavəvu~	pəʈavvu~
pəʈavaɭo	pəʈavaɭo
	pəʈʈi
	pəʈel
	pəʈʈo
pəɖə	pəɖ
pəɖəkarə	pəɖkar
pəɖəkhu~	pəɖkʰu~
pəɖchajo	pəɖcʰajo
pəɖətərə	pəɖtər
pəɖətii	pəɖti
pəɖətu~	pəɖtu~
pəɖədo	pəɖdo
pəɖəpuuchə	pəɖpucʰ
pəɖəvu~	pəɖvu~
pəɖəvo	pəɖvo
pəɖavə	pəɖav
pəɖijo	pəɖijo
pəɖii	pəɖi
pəɖiikii	pəɖiki
pəɖiiku~	pəɖiku~
pəɳə	pəɳ
pəɳəchə	pəɳəcʰ
pəʈə	pət
pəʈənə	pətən
pətərii	pətri
pətəru~	pətru~
pətəvu~	pətvu~
pətə~gə	pətə˜gə
pətə~giju~	pətə˜giju~
pətakəɖu~	pətakɖu~
pətavəʈə	pətavəʈ
pətavəvu~	pətavvu~
pətasu~	pətasu~
pəti	pəti
pətiju~	pətiju~
pəttu~	pəttu~
	pətto
pətnii	pətni
pətrə	pətrə
pətrəkarə	pətrəkar
pətrika	pətrika
pəthəraɭə	pətʰraɭ
pəthərii	pətʰri
pəthəro	pətʰro
pətharii	pətʰari
pəththərə	pətʰtʰər
pədə	pəd
pədəvii	pədvi
pədarthə	pədartʰə
pədavəli	pədavli
pədavəvu~	pədavvu~
pədhdhəti	pədʰdʰəti
pədjə	pədjə
pədhəravəvu~	pədʰravvu~
pədharəvu~	pə0ʰarvu~
pəno	pəno
pənotii	pənoti
pənotu~	pənotu~
pəpəiju~	pəpəiju~
pərə	pər
pərəkiijə	pərkij
pərəkhə	pərəkʰ
pərəkhavəvu~	pərkʰavvu~
pərəgəɟu	pərgəɟu~
pərəgamə	pərgam
pərəcurəɳə	pərcurəɳ
pərəco	pərco
pərəɟiivii	pərɟivi
pərəɳəv~	pərəɳvu~
pərətə	pərət
pərətə~trə	pərtəntrə
pərədado	pərdado
pərəduŠkhə	pərdukʰ
pərədeʃə	predeʃ
pərədo	pərdo
pərədhənə	pərdʰən
pərədhərmə	pərdʰərma
pərəna,tiilu~	pərnatilu~
pərəpurus°ə	pərpuruʃ
pərəpoʈii	pərpoʈi
pərəpoʈo	pərpoʈo
pərəbə	pərəb
pərəbiiɖiiju~	pərbiɖiju~
pərəbhəvə	pərbʰəv
pərəmə	pərəm
pərəmaɳu~	pərmaɳu
pərəmatma	pərmatma
pərəmarthə	pərmartʰə
pərəmeʃvərə	pərmeʃvər
pərəlokə	pərlok
pərəvəɖəvu~	pərvəɖvu~
pərəvəʃə	pərvəʃ
pərəvəɭə	pərvə
pərəva	pərva
pərəvanəgii	pərvangi
pərəvano	pərvano
pərəsevo	pərsevo
pərəstrii	pərstri
pərəspərə	pərəspər
pərə~tu	pərəntu
pərə~pəra	pərəmpəra
pərəkas°ʈa	pərakaʃtʰa
pərakrəmə	pərakrəm
pərakrəmii	mI 
pərakrəmii	pərakrəmi
pəraɟəjə	pəraɟəj
pəraɳe	pəraɳe
pəradhiinə	pəradʰin
pəramərʃə	pəramərʃə
pəraju~	pəraju~
pəridhə	pərigʰ
pəricəjə	pəricəj
pəricarika	pəricarika
pəricitə	pəricit
pəricchedə	pəriccʰed
pəriɳamə	pəriɳam
pəriɳiitə	pəriɳit
pəridhanə	pəridʰan
pəripəkva	pəripəkvə
pəribəɭə	pəribə
pəribhas°a	pəribʰaʃa
pərimələ	pəriməl
pərivərtənə	pərivərtən
pərivarə	pərivar
pəriʃis°ʈə	pəriʃiʃʈʰə
pəriʃiilənə	pəriʃilən
pəriʃrəmə	pəriʃrəm
pəris°ədə	pəriʃəd
pəristhiti	pəriʃtʰiti
pərii	pəri
pəriikʃəkə	pərikʃək
pəriikʃəɳə	pərikʃəɳ
pərikʃa	pərikʃa
pəru	pəru
pəru~	pəru~
pəreʃanə	pəreʃan
pərokʃə	pərokʃə
pəroɖhə	pəroɖʰ
pəroɳo	pəroɳo
pəropəkarə	pəropkar
pəropəkarii	pəropkari
p]rovəvu~	pərovvu~
pərjaptə	pərijaptə
pərjus°əɳə	pərjuʃəɳ
	pələk
pələkaro	pəlkaro
pələʈəɳə	pəlʈəɳ
pələʈəvu~	pələʈvu~
pələʈo	pəlʈo
pələɭəvu~	pələɭvu~
pələ~gə	pələ˜g
pəla~ʈhii	pəla~ʈʰi
pəliitə	pəlit
pəloʈəvu~	pəloʈvu~
pəvənə	pəvən
pəvitrə	pəvitrə
pəʃu	pəʃu
pəʃcatapə	pəʃcatap
pəʃcimə	pəʃcim
pəsə~də	pəsənd
pəstavu~	pəstavu~
pəstii	pəsti
pəhaɖə	pəhaɖ
pəhaɳo	pəhaɳo
pəherəɳə	pəherəɳ
pəherəvu~	pəhervu~
pəherəveʃə	pəherveʃ
pəhero	pəhero
pəhelə	pəhel
pəheləvanə	pəhelvan
pəhelu~	pəhelu~
pəho~cə	pəha~c
pəha~cəvu~	pəha~cvu~
pəhoɭu~	pəhoɭu~
pəha~cii	pəha~ci
pəha~co	pəha~co
pəɭə	pəɭ
pə~kti	pə˜ki
pə~khii	pə˜kʰi
pə~kho	pə˜kʰo
pə~gətə	pə˜gət
pə~cə	pəµcə
pə~caɳu~	pəµcaɳu~
pə~catə	pəµcat
pə~camru≤tə	pəµcamrut
pə~cajətə	pəµcajət
pə~calə	pəµcal
pə~cavənə	pəµcavən
pə~caʃii	pəµcaʃi
pə~ca~gə	pəµca~˜gə
pə~coterə	pəµcoter
pə~ɟo	pəµɟo
pə~ɖə	pəɳɖə
pə~ɳitə	pəɳɖit
pə~thə	pəntʰ
pə~dərə	pəndər
pə~paɭəvu~	pəmpaɭvu~
pa	pa
pakə	pak
pakəvu~	pakvu~
pakəʃaʃtrə	pakʃaʃtrə
paku~	paku~
pakʃikə	pakʃik
pakhə~ɖə	pakʰəɳɖ
pakhə~ɖii	pakʰəɳɖi
pagələ	pagəl
paghəɖii	fem
pacənə	pacən
pachəlu~	pacʰlu~
pachəɭə	pacʰəɭ
pachu~	pacʰu~
paɟii	paɟi
paʈə	paʈ
paʈənəgərə	paʈnəgər
paʈəluunə	paʈlun
paʈiju~	paʈiju~
paʈidarə	paʈidar
paʈu	paʈu~
paʈhə	paʈʰ
paʈhəvəvu~	paʈəvvu~
paɖəvu~	paɖvu~
paɖii	paɖi
paɖu~	paɖu~
paɖo	paɖo
paɖoʃə	paɖoʃ
paɖoʃii	paɖoʃi
paɖoʃəɳə	paɖoʃəɳ
paɳijaru~	paɳijaru~
paɳii	paɳi
paɳiicu~	paɳicu~
paɳiidarə	paɳidar
patəɭu~	patɭu~
padərii	padri
panə	pan
panəkhərə	pankʰər
panii	pani
panu~	panu~
panetərə	panetər
papəɖə	papəɖ
papəɖii	papɖi
papii	papi
pamərə	pamər
paməvu~	pamvu~
pajəɟamo	pajɟamo
pajəmalə	pajmal
pajələ	pajəl
pajələ	pajo
parəku~	parku~
parəkhəvu~	parəkʰvu~
parəkhu~	parkʰu~
parəɳu~	parɳu~
parədərʃəkə	pardərʃək
parəghii	pargʰi
parəsii	parsi
parə~gətə	parəmgət
parajəɳə	parajəɳ
pariɟatə	pariɟat
paritos°ikə	paritoʃik
parevu~	parevu~
paləkə	palək
paləkhii	palkʰi
paləvəvu~	paləvvu~
palo	palo
pavətii	pavti
pavərədhu~	pavərdʰu~
pasu~	pasu~
pase	pase
paɭə	paɭ
paɭəvu~	paɭvu~
paɭijo	paɭijo
pa~khə	pa~kʰ
pa~khəɖii	pa~kʰɖi
pa~khu~	pa~kʰu~
pa~gərəvu~	pa~gərvu~
pa~cə	pa~c
pa~cəmə	pa~cəm
pa~ɟərapoɭə	pa~ɟrapoɭ
pa~ɟəru~	pa~ɟru~
pa~triisə	pa~tris
pa~thii	pa~tʰi
pa~dəɖii	pa~dɖi
pa~pəɳə	pa~pəɳ
pa~səʈhə	pa~səʈʰ
pa~səɭii	pa~səɭi
picəkarii	pickari
pita	pita
pittə	pittə
pittəɭə	pittəɭ
pitrəii	pitrai
pitəraii	pitərai
pipuuɖii	pipuɖi
pijərə	pijər
piju	piju
pillu~	pillu~
piʃacə	piʃac
pistaɭiisə	pistaɭis
pi~ɖii	piɳɖi
piigəɭəvu~	pigəɭvu~
piichu~	picʰu~
piichehəʈhə	picʰehəʈʰ
piicho	picʰo
piiʈəvu~	piʈvu~
piiʈhə	piʈʰ
piiʈhiika	piʈʰika
piiʈhii	piʈʰi
piiɖa	piɖa
piiɳu~	piɳu~
piipə	pip
piipəɭə	pipəɭ
piipəɭo	pipɭo
piirəsəvu~	pirəsvu~
piiləvu~	pilvu~
piilu~	pilu~
piivu~	pivu~
piisəvu~	pisvu~
piiɭaʃə	piɭaʃ
piiɭu~	piɭu~
pi~khəvu~	pi~kʰvu~
pi~ɟəvu~	pi~µɟvu~
pukhtə	pukʰtə
puɳjə	puɳjə
putrə	putrə
putrəvədhuu	putrəvədʰu
putrii	putri
punər	punər
i]a /punravrutti/ 	punravrutti
punərukti	punərukti
punərləgnə	punərləgnə
punitə	punit
purəbəharə	purbəhar
purəvəʈho	purvəʈʰo
purəvəɳii	purəvɳi
purəvarə	purvar
purəskərta	purəskərta
purəskarə	purəskar
puraɳə	puraɳ
puraɳu~	puraɳu~
puratənə	puratən
puravo	puravo
pura~tə	pura~nt
purus°ə	puruʃ
purohitə	purohit
pulavə	pulav
pus°kəɭə	puʃkə
pus°pə	puʃpə
pustəkə	pustək
pustika	pustika
pulli~gə	pulling
puuchəvu~	pucʰvu~
puuɟəvu~	puɟvu~
puuɟa	puɟa
puuɟapo	puɟapo
puuɟarəɳə	puɟarəɳ
puuɟarii	puɟari
puuɟjə	puɟjə
puuʈhə	puʈʰ
puutəɭii	putɭi
purəkə	purək
puurətu~	purtu~
puurəpaʈə	purpaʈ
puurəvu~	purvu~
puurii	puri
puuru~	puru~
puurepuru~	purepuru~
puurɳə	purɳə
puurɳa~kə	purɳa~k
puurɳima	purɳima
puurvə	purvə
puurvəgrəhə	purvəgrəhə
puurvəɟə	purvəɟ
puurvəpəkʃə	purvəpəkʃə
puurvapərə	purvapər
puuɭo	puɭo
puu~chəɖu~	pu~cʰɖu~
puu~ɟii	pu~ɟi
puu~ɟo	pu~ɟo
(9kr8 /prutʰəkkərəɳ/ 	prutʰəkkərəɳ
pr≤uthəvii	prutʰvi
peʈə	peʈ
peʈəbhəru~	peʈbʰəru~`
peʈavəvu~	peʈavvu~
peʈii	peʈi
peɖhii	peɖʰi
peɖhu~	peɖʰu~
peɳii	p´ɳi
pelu~	pelu~
peʃabə	peʃab
pesəvu~	pesvu~
pe~ɖo	peɳɖo
pe~təro	p´~tro
pəiɖu~	pəiɖu~
pəisadarə	pəisadar
pəiso	pəiso
pokə	pok
pokəɭə	pokəɭ
pokarə	pokar
pochu~	pocu~
poʈəlii	poʈli
poʈhə	poʈʰ
poɖhəvu~	poɖʰvu~
poɳu~	poɳu~
poɳoso	poɳoso
potə	pot
potu~	potu~
pote	pote
pothii	potʰi
podəɭo	podɭo
popəcu~	popcu~
popəʈə	popəʈ
popəɖo	popɖo
pojəɳu~	pojɳu~
poladə	polad
polu~	polu~
poʃakə	poʃak
pos°ə	poʃ
pos°əkə	poʃək
pos°əɳə	poʃəɳ
poɭə	poɭ
po~kə	pø~k
po~khəvu~	pø~kʰvu~
pəutrə	pəutrə
pəutrii	pəutri
pəuraɳikə	pəuraɳik
pəus°ʈikə	pəuʃʈik
pəua	pəua
prəkəʈə	prəkəʈ
prəkərəɳə	prəkrəɳ
prəkarə	prəkar
prəkaʃə	prəkaʃ
prəkaʃəvu~	prəkaʃvu~
prəkr≤uti	prəkruti
prəkopə	prəkop
prəkriija	prəkrija
prəkhjatə	prəkʰjat
prəgəʈəvu~	prəgəʈvu~
prəgəti	prəgəti
prəcəlitə	prəcəlit
prəcə~ɖə	prəcəɳɖə
prəcarə	prəcar
prəcurə	prəcur
prəchənnə	prəcʰənn
prəɟənənə	prəɟənən
prəɟəɭəvu~	prəɟəɭvu~
prəɟa	prəɟa
prəɳamə	prəɳam
prəɳamii	prəɳali
prəɳaliika	prəɳalika
prəɳeta	prəɳeta
prətə	prət
prəti	prəti
prətikərə	prətikar
prətikavjə	prətikavjə
prətikuuɭə	prətikuɭ
prətikrija	itik
prətikrija	prətikrija
prətighos°ə	prətigʰoʃ
prətigna	prətigna
prətidhvni	prətidʰvəni
prətinidhi	prətinidʰi
prətipəkʃə	prətipəkʃə
prətibə~dhə	prətibəndʰə
prətibi~bə	prətibimbə
prətibha	prətibʰa
prətirodhə	prətirodʰ
prətivadə	prətivad
prətis°ʈha	prətiʃʈʰa
prətə	t 
prətiharə	prətihar
prətiikə	prətik
prətiikʃa	prətikʃa
prətiiti	prətiti
prətjəkʃə	prətjəkʃə
prətjəjə	prətjəjə
prətjə~ca	prətjənca
prətje	prətje
prətjekə	prətjek
prəthəmə	prətʰəm
prəthəma	prətʰəma
	prətʰa
prədəkʃiɳa	prədəkʃiɳa
prədərʃəkə	prədərʃək
prədərʃənə	prədərʃən
prədanə	prədan
prədeʃə	prədeʃ
prədos°ə	prədoʃ
prədhanə	prədʰn
prəpə~cə	prəpəµc
prəbəɭə	prəbəɭ
prəbhatə	prəbʰat
prəbhatiju~	prəbʰatiju~
prəbhavə	prəbʰav
prəbhu	prəbʰu
prəbhuttvə	prəbʰutvə
prəməttə	prəməttə
prəmaɳə	prəmaɳ
prəthəmə	9m 
prəmaɳikə	prəmaɳik
prəmadə	prəmad
prəmukhə	prəmukʰ
prəmejə	prəmejə
prəjətnə	prəjətnə
prəjaɳə	prəjaɳ
prəjasə	prəjas
prəjogə	prəjog
prəjoɟəkə	prəjoɟək
prələjə	prələj
prəlapə	prəlap
prəlobhənə	prəlobʰən
prəvəcənə	prəvəcən
prəvahə	prevah
prəvahii	prəvahi
prəviiɳə	prəviɳ
prəvr≤utti	prəvrutti
prəveʃə	prəveʃ
prəveʃəkə	prəveʃək
prəveʃika	prəveʃika
prəʃəsti	prəʃəsti
prəsə~ʃəkə	prəʃəmʃək
prəsə~ʃa	prəʃəmʃa
prəʃnə	prəʃnə
prəʃnəpətrə	prəʃnəpətrə
prəsənnə	prəsənnə
prəsərəvu~	prəsərvu~
prəsə~gə	prəsə˜g
prəsadə	prəsad
prəsadii	prəsadi
prəsadhənə	prəsadʰən
prəsarə	prəsar
prəsidhdhə	prəsidʰdʰə
prəstavə	prəstav
prəsthanə	prəstʰan
prəhəsənə	prəhəsən
prəharə	prəhar
praciinə	pracin
praɳə	prəɳ
praɳii	praɳi
prathəmikə	pratʰmik
pradeʃikə	pradeʃik
pradhanjə	pradʰanjə
pradhjapəkə	pradʰjapək
prajəʃcitə	prajəʃcit
prajogikə	prajogik
prarəbdhə	prarəbdʰə
prasə	pras
prasə~gikə	prasəmgik
pra~tə	prant
prijə	prijə
priitə	prit
prekʃəkə	prekʃək
pretə	pret
premə	prem
prerəkə	prerək
prerəɳa	prerəɳa
prerəvu~	prervu~
protsahənə	protsahən
prəuɖhə	prəuɖʰ
phəkəro	pʰəkro
phəkiirə	pʰəkir
phəkiirii	pʰəkiri
phəktə	pʰəktə
phəgavəvu~	pʰəgavvu~
phəɟetii	pʰəɟeti
phəʈə	pʰəʈ
phəʈəkəɖii	pʰəʈəkɖi
phəʈəkəvu~	pʰəʈəkvu~
phəʈəkavəvu~	pʰəʈkarvu~
phəʈəkiiju~	pʰəʈək(i)ju~
phəʈəko	pʰəʈko
phəʈəkəɖo	pʰəʈakɖo
phəʈəɳu~	pʰəʈaɳu~
phəɖəkə	pʰəɖək
phəɖəko	pʰəɖko
phəɖəco	pʰəɖco
pəʈaphəʈə	pʰəʈapʰəʈ
phəɳəko	pʰəɳgo
phətehə	pʰəteh
phəphəɭətu~	pʰəpʰəɭtu~
phərəkə	pʰərək
phərəkəvu~	pʰərəkvu~
phərəɟə	pʰərəɟ
phərəɟijatə	pʰərɟijat
phərəɟijatə	 <phərəɟijatə>  adj  
phərətaramə	pʰərtaram
phərətaramə	 <phərətaramə>  
phərətu~	pʰərtu~
phərəmanə	pʰərman
phərəvu~	pʰərvu~
phərəsaɳə	pʰərsaɳ
phərakə	pʰərak
phəraɭə	pʰəraɭ
phərijadə	pʰərijad
phərijadii	pʰərijadi
phərii	pʰəri
phəlaɳu~	pʰəlaɳu~
phəlaharə	pʰəlahar
phəsəkəvu~	pʰəsəkvu~
phəsavu~	pʰəsavu~
phəɭə	pʰəɭ
phəɭədajəkə	pʰəɭdajək
phəɭəvu~	pʰəɭvu~
phəɭau~	pʰəɭau~
phəɭiju~	pʰəɭiju~
phə~goɭəvu~	pʰə˜goɭvu~
phə~ʈavu~	pʰəɳʈavu~
phə~ɖə	pʰənɖ
phə~phosəvu~	pʰəmpʰosvu~
phə~phosəvu~	 <phə~phosəvu~>  
phakəvu~	pʰəkvu~
phakii	pʰaki
phako	pʰako
phagəɳə	pʰagəɳ
phacərə	pʰacər
phaɟələ	pʰaɟəl
phaʈə	pʰaʈ
phaʈəkə	pʰaʈək
phaʈəphuʈə	pʰaʈpʰuʈ
phaʈəvu~	pʰaʈvu~
phaɖə	pʰaɖ
phatəɖo	pʰatɖo
phanəsə	pʰanəs
phajədo	pʰajdo
pharəgətii	pʰargəti
pharəsə	pʰarəs
phalə	pʰal
phalətu~	pʰaltu~
phaləvu~	pʰalvu~
phvəʈə	pʰavəʈ
phavəvu~	pʰavvu~
phaɭəvəɳii	pʰaɭəvɳi
phaɭiju~	pʰaɭiju~
phaɭo	pʰaɭo
pha~kəɖu~	pʰa~kɖu~
pha~ko	pʰa~ko
pha~ʈo	pʰa~ʈo
pha~də	pʰa
pha~pha~	pʰa~pʰa~
pha~sə	pʰa~s
pha~sii	pʰa~si
pha~siigərə	pʰa~sigər
	pʰa~so
phikərə	pʰikər
phikku~	pʰikku~
phiʈəkarə	pʰiʈkar
philəsuuphə	pʰilsupʰ
philəsuuphii	pʰilsupʰi
phiiɳə	pʰiɳ
phiiɳəvu~	pʰiɳvu~
phiiphu~	pʰipʰu~
phuugavo	pʰugavo
phutkarəvu~	pʰutkarvu~
phudiino	pʰudino
phuurəsədə	pʰursəd
phuuleku~	pʰuleku~
phuuvaro	pʰuvaro
	 <
phuugə	pʰug
phuugəvu~	pʰugvu~
phuuʈəvu~	pʰutvu~
phuudu~	pʰudu~
phuumətu~	pʰumtu~
phuulə	pʰul
phuuləɳəɟii	pʰuləɳɟi
phuuləvəvu~	pʰuləvvu~
phuuləvu~	pʰulvu~
phuu~kə	pʰu~k
phuu~kəvu~	pʰu~kvu~
phephəsu~	pʰepʰsu~
pherə	pʰer
pheriijo	pʰerijo
pherii	pʰeri
phero	pʰero
phelavu~	pʰelavu~
phelavo	pʰelavo
phe~kəvu~	pʰ´~kvu~
phe~ʈo	pʰ´~ʈo
phe~dəvu~	pʰ´~dvu~
phe~səlo	pʰ´~slo
phoii	pʰoi
phokə	pʰok
phoɟə	pʰoɟ
phoɖəvu~	pʰoɖvu~
photərii	pʰotri
phoru~	pʰoru~
pholəvu~	pʰolvu~
phollii	pʰolli
phosəlavəvu~	pʰoslavvu~
bəkəbəkə	bək bək
bəkərii	bəkri
bəkəru~	bəkru~
bəkəro	bəkro
bəkəvu~	bəkvu~
bəkʃisə	bəkʃiʃ
bəkhətərə	bəkʰtər
bəkhijo	bəkʰijo
bəkheɖo	bəkʰeɖo
bəkholə	bəkʰol
bəgəɖəvu~	bəgəɖvu~
bəgəɖo	bəgɖo
bəgələ	bəgəl
bəgaɖə	bəgaɖ
bəgaɖəvu~	bəgaɖvu~
bəgaɖəvu~	bəgasu~
bəgico	bəgico
bəcəku~	bəcku~
bəcətə	bəcət
bəcəpəɳə	bəcpəɳ
bəcəvu~	bəcvu~
bəcavə	bəcav
bəccu~	bəccu~
bəɟarə	bəɟar
bəɟhaɖəvu~	bəɟʰaɖvu~
bəʈako	bəʈako
bəɖəbəɖəvu~	bəɖbəɖvu~
bəɖaii	bəɖai
bəɖaʃə	bəɖaʃ
bəɳəgu~	bəɳgu~
	bətək
bətavəvu~	bətavvu~
bəttii	bətti
bətriisə	bətris
bədənə	bədən
bədənəkʃii	bədnəkʃi
bədənamə	bədnam
bədəbu	bədbu
bədəmaʃə	bədmaʃ
bədəlo	bədlo
bədəsuurətə	bədsurət
bədamə	bədam
bədii	bədi
bədhu~	bədʰu~
bənəvu~	bənvu~
bənavə	bənav
bənavəʈə	bənavəʈ
bənevii	bənevi
bənne	bənne
bəporə	bəpor
bəpharo	bəpʰaro
bəbuucəkə	bəbucək
bəməɳu~	bəmɳu~
bəjanə	bəjan
bərəkətə	bərkət
bərəchəʈə	bərcʰəʈ
bərəchəʈə	 <bərəchəʈə> adj  
bərəɖo	bərɖo
bərəɳii	bərɳi
bərəphə	bərəpʰ
bərəphii	bərpʰi
bərəbadə	bərbad
bərabərə	bərabər
bərabərə	 <bərabərə>  adj  1 
bərobərə	bərobər
bəroɭə	bəroɭ
	bəlke
bəla	bəla
bəli	bəli
bəsə	bəs
bəhaduurə	bəhadur
bəhanu~	bəhanu~
bəharə	bəhar
bəhis°karə	bəhiʃkar
bəhu~	bəhu~
bəhucəra	bəhucəra
bəhuməti	bəhuməti
bəhuuruupii	bəhurupi
bəhu~vəcənə	bəhu~vəcən
bəhenə	bəhen
bəhenə	bəheru~
bəheraʃə	bəheraʃ
bəɭə	bəɭ
bəɭətəɳə	bəɭtəɳ
bəɭətəra	bəətəra
bəɭədə	bəɭəd
bəɭəvakhorə	bəɭvakʰor
bəɭəvu~	bəɭvu~
bəɭəvo	bəɭvo
bəɭatkarə	bəɭatkar
bəɭija	bəɭija
bəɭiju~	bəɭiju~
bəɭevə	bəɭev
bə~gəɖii	bə˜gɖi
bə~ɖii	bə˜ɖi
bə~dərə	bəndər
bə~dukə	bənduk
bə~dukəɖii	bəndukɖi
bə~dobəstə	bəndobəstə
bə~dhə	bəndʰə
bə~dhənə	bəndʰən
bə~dharəɳə	bəndʰarəɳ
bə~dhijarə	bəndʰijar
bə~dhii	bəndʰi
bə~dhu	bəndʰu
bə~bavaɭo	bəmbavaɭo
bə~bo	bəmbo
bə~sərii	bənsri
ba	ba
baii	bai
bakii	baki
bakhəɖəvu~	bakʰəɖvu~
bagə	bag
baghu~	bagʰu~
baɟə	baɟ
baɟəʈhə	baɟəʈʰ
baɟərii	baɟri
baɟii	baɟi
baɟiigərə	baɟigər
baɟhəvu~	baɟʰvu~
baʈəlii	baʈli
baɳə	baɳ
baɳavəɭii	baɳavəɭi
batələ	batəl
bapə	bap
bapəɖu~	bapɖu~
bapədada	bapdada
baphəvu~	bapʰvu~
babətə	babət
babagaɖii	babagaɖi
babo	babo
barə	bar
barəɳu~	barɳu~
barəmu~	barmu~
baɭəpothii	baldi
baɭəpothii	baɭpotʰi
baɭəbodhə	baɭbodʰ
baɭəmə~dirə	baɭməndir
baɭələgnə	baɭləgnə
baɭəvu~	baɭvu~
ba~kəɖo	ba~kɖo
ba~dhəvu~	ba~dʰvu~
ba~dho	ba~dʰo
ba~jə	ba~j
ba~jədhərii	ba~jdʰəri
bicaru~	bicaru~
bichanu~	bicʰanu~
biichavəvu~	bicʰavvu~
binəɟəruurii	binɟəruri
binəʃərətii	binʃərti
biləkulə	bilkul
bilaɖii	bilaɖi
bilaɖo	bilaɖo
billo	billo
bivəɖavəvu~	bivɖavvu~
bihaməɳu~	bihaməɳu~
bi~dii	bindi
bi~du	bindu
bi~bə	bimb
bii	bi
biikə	bik
biiɟə	biɟ
biiɟəvərə	biɟvər
biiɟu~	biɟu~
biiɖəvu~	biɖvu~
biiɖii	biɖi
biina	bina
biibii	bibi
biibu~	bibu~
bibhətsə	bibʰətsə
bimarə	bimar
bimarii	bimari
biivu~	bivu~
buʈhʈhu~	buʈʰʈʰu~
buɖəthələ	buŒtʰəl
buɖəvu~	buɖvu~
budhdhi	budʰdʰi
budhəvarə	budʰvar
buməraɳə	bumraɳ
buməraɳə	 <buməraɳə>  fem  
burəkho	burkʰo
buləbulə	bulbul
bulə~də	bulənd
bu~də	bund
buu	bu:
buucə	buc
buucu~	bucu~
buuʈə	buʈ
buumə	bum
buuməlu~	bumlu~
be	be
beabəruu	beabru
beiimanə	beiman
beu~	beu
bekii	beki
bekhəbərə	bekʰəbər
begəmə	begəm
becenə	becen
becenii	beceni
beʈə	beʈ
beʈii	beʈi
beʈo	beʈo
beʈhəkə	beʈʰək
beʈhaɖu~	beʈʰaɖu~
beɖii	beɖi
beɖii	 <beɖii>  fem  shackles 
beɖu~	beɖu~
beɖoɭə	beɖoɭ
beɖhə~gu~	beɖʰə˜gu~
betaɭa~	betaɭa~
betaɭiisə	betaɭis
bedərəkarə	bedərkar
bedhəɖəkə	bedʰəɖək
bedhəɖəkə	 <bedhəɖəkə>  
bədharu~	bedʰaru~
bedhjnə	bedʰjan
benəmuunə	benmun
bepəgu~	bepəgu~
bepəgu~	 <bepəgu~>  adj  biped 
bebakəɭu~	bebakɭu~
bebhanə	bebʰan
bebhanə	 <bebhanə>  adj  
beroɟəgarə	beroɟgar
beləɖii	belɖi
beləɖii	 <beləɖii>  adj  a pair (of 
bevəkuphə	bevkupʰ
bevəɖə	bevəɖ
