Skelett;s k e l ɛ t
Sketch;s k ɛ t ç
Sketsch;s k eː t ʃ
Skifahrer;s k iː f aː r ɐ
Skizze;s k ɪ ts ə
Sklavenhalter;s k l aː v ɛ n h a l t ɐ
Sklaverei;s k l aː v ə r aɪ
Sklave;s k l aː v ə
Sklavin;s k l a v ɪ n
Skorbut;s k ɔɐ b oː t
Skorpion;s k ɔɐ b p i oː n
Skriptorium;s k r ɪ p t oː r j ʊ m
Skrotum;s k r o t ʊ m
Skulptur;s k ʊ l p t uːɐ ɐ
Skutterudit;s k ʊ t ɐ uː d iː t
Slawe;s l aː v ə
Slowake;s l o v aː k ə
Slowakin;s l o v a k iː n
Slowene;s l o v ə n ə
Slowenin;s l o v ə n ɪ n
Smaragdkehlkolibri;s m a r a k t k eː l k o l i b r i
Smaragd;s m a r a k t
Smartphone;s m a r t f oː n ə
Smoking;s m oː k iː ɪ ŋ
Snack;s n ɛ k
Snaresinselpinguin;s n aː r eː z ʔ ɪ n z ə l p ɪ ŋ ɡ u ɪ n
Sockel;z ɔ k ə l
Sockenpuppe;z ɔ k ə n p ʊ p ə
Socke;z ɔ k ə
Sodomie;z o d o m iː
Sofa;z oː f a
Sofi;z oː f i
Softwareentwicklerin;s ɔ f t v a r eː n t v ɪ k l ə r ɪ n
Softwareentwickler;s ɔ f t v a r eː n t v ɪ k l ɐ
Sog;z oː k
Sohle;z oː l ə
Sohn;z oː n
Sojamehl;z oː j a m eː l
Soliton;z o l i t oː n
Sollbruchstelle;z ɔ l b r ʊ x ʃ t ɛ l ə
Sol;z oː l
Somit;z oː m ɪ t
Sommerloch;z ɔ m ɐ l ɔ x
Sommer;z ɔ m ɐ
Sonate;z o n aː t ə
Sonderbericht;z ɔ n d ɐ b ə r ɪ ç t
Sonderzeichen;z ɔ n d ɐ ts aɪ ç ə n
Sonett;z oː n ɛ t
Sonnabendabend;z ɔ n ʔ aː b ə n d ʔ aː b ə n t
Sonnabendmittag;z ɔ n ʔ aː b ə n t m ɪ t aː k
Sonnabendnachmittag;z ɔ n ʔ aː b ə n t n aː x m ɪ t aː k
Sonnabendvormittag;z ɔ n ʔ aː b ə n t f oːɐ r m ɪ t aː k
Sonnenaufgang;z ɔ n ə n ʔ aʊ f ɡ a ŋ
Sonnenbaden;z ɔ n ə n b a d ə n
Sonnenbad;z ɔ n ə n b aː t
Sonnenblumenkern;z ɔ n ə n b l uː m ə n k ɐ n
Sonnenblume;z ɔ n ə n b l uː m ə
Sonnenbrand;z ɔ n ə n b r a n t
Sonnenbrille;z ɔ n ə n b r ɪ l ə
Sonnenfinsternis;z ɔ n ə n f ɪ n ʃ t ɐ n ɪ s
Sonnenhut;z ɔ n ə n h uː t
Sonnenlicht;z ɔ n ə n l ɪ ç t
Sonnenschein;z ɔ n ə n ʃ aɪ n
Sonnenschirm;z ɔ n ə n ʃ ɪɐ m
Sonnentau;z ɔ n ə n t aʊ
Sonnenuntergang;z ɔ n ə n ʔ ʊ n t ɐ ɡ a ŋ
Sonnenwind;z ɔ n ə n v ɪ n t
Sonntagabend;z ɔ n t aː k ʔ aː b ə n t
Sonntagmittag;z ɔ n t aː k m ɪ t aː k
Sonntagnachmittag;z ɔ n t aː k n aː x m ɪ t aː k
Sonntagsbraten;z ɔ n t aː k s b r aː t ə n
Sonntagvormittag;z ɔ n t aː k f oːɐ m ɪ t aː k
Sooretama-Tropfenameisenwürger;z u r ɛ t ʔ a m a t r ɔ p f ə n a m aɪ z ə n v yː r ɡ ɐ
Sopran;z ɔ p r aː n
Sorge;z ɔɐ ɡ ə
Soßenkelle;z oː s ə n k ɛ l ə
Soße;z oː s ə
Souverän;z u v ə r ɛː n
Sozialamt;z o ts j aː l ʔ a m t
Sozialarbeiterin;z o ts j aː l ʔ a r b aɪ t ə r ɪ n
Sozialarbeiter;z o ts j aː l ʔ a r b aɪ t ɐ
Sozialdemokrat;z o ts j aː l d e m o k r aː t
Sozialismus;z o ts j a l ɪ s m ʊ s
Sozialschmarotzer;z o ts j aː l ʃ m ʔ a r ɔ t s ɐ
Sozialstaat;z o ts j aː l ʃ t aː t
Sozialversicherungsnummer;z o ts j aː l v ɐ z ɪ ç ə r ʊ ŋ s n ʊ m ɐ
Sozinianerin;z oː ts iː n j a n ə r ɪ n
Sozinianer;z oː ts iː n j aː n ɐ
Soziologe;z o ts j o l oː ɡ ə
Soziologin;z o ts j o l oː ɡ ɪ n
Spacken;ʃ p a k ə n
Spaltprodukt;ʃ p a l t p r o d ʊ k t
Spalt;ʃ p a l t
Spaltung;ʃ p a l t ʊ ŋ
Spanier;ʃ p aː n j ɐ
Spanner;ʃ p a n ɐ
Spanne;ʃ p a n ə
Spann;ʃ p a n
Spannung;ʃ p a n ʊ ŋ
Span;s p aː n
Spareinlage;ʃ p a r aɪ n l aː ɡ ə
Spargel;ʃ p a r ɡ ə l
Sparpaket;ʃ p a r p a k eː t
Sparschwein;ʃ p aː r ʃ v aɪ n
Spaßbremse;ʃ p aː s b r ɛ m z ə
Spaß;ʃ p aː s
Spätburgundertraube;ʃ p ɛ t b ʊɐ k ɡ ʊ n d ɐ t r aʊ b ə
Spaten;ʃ p aː t ə n
Spätlese;ʃ p ɛ t l eː z ə
Spätsommer;ʃ p ɛː t s ɔ m ɐ
Species;ʃ p ɛ ts iː s
Speck;ʃ p ɛ k
Spedition;ʃ p e d i ts j oː n
Speer;ʃ p eː r
Speerwerferin;ʃ p eː r v ɐ f ə r ɪ n
Speerwerfer;ʃ p eː r v ɐ f ɐ
Speichellecker;ʃ p aɪ ç ə l ɛ k ɐ
Speichereiweiß;ʃ p aɪ ç ə r aɪ v aɪ s
Speicherkarte;ʃ p aɪ ç ɐ k a r t ə
Speicherkraftwerk;ʃ p aɪ ç ɐ k r a f t v ɐ k
Speicher;ʃ p aɪ ç ɐ
Speiche;ʃ p aɪ ç ə
Speisenbereich;ʃ p aɪ z ə n b ə r aɪ ç
Speisesalz;ʃ p aɪ z ə z a l ts
Speise;ʃ p aɪ z ə
Spektralbereich;ʃ p ɛ k t r aː l b ə r aɪ ç
Spektrallinie;ʃ p ɛ k t r ʔ a l iː n j ə
Spektroskopie;ʃ p ɛ k t r o s k o p iː
Spektroskop;ʃ p ɛ k t r o s k oː p
Spekulationsobjekt;ʃ p e k u l a ts j oː n s ə p j ɛ k t
Spelunke;ʃ p e l ʊ ŋ k ə
Spender;ʃ p ɛ n d ɐ
Spende;ʃ p ɛ n d ə
Sperber;ʃ p ɐ b ɐ
Sperling;ʃ p ɛɐ l ɪ ŋ
Sperre;ʃ p ɛ r ə
Sperrgebiet;ʃ p ɛɐ ɡ ə b iː t
Sperrung;ʃ p ɛ r ʊ ŋ
Spezialstahl;ʃ p e ts j aː l ʃ t aː l
Spezies;ʃ p eː ts j ɛ s
Spezifität;ʃ p e ts i f i t ɛː t
Sphære;s f aː r ə
Sphalerit;s f aː l ə r i t
Sphäre;s f ɛː r ə
Spiegelei;ʃ p iː ɡ ə l ʔ aɪ
Spielautomatensalon;ʃ p iː l ʔ aʊ t o m aː t ə n z a l oː n
Spielautomat;ʃ p iː l ʔ aʊ t o m aː t
Spielerin;ʃ p iː l ə r ɪ n
Spieler;ʃ p iː l ɐ
Spielfeld;ʃ p iː l f ɛ l t
Spielfigur;ʃ p iː l f i ɡ ʊɐ s
Spielgefährte;ʃ p iː l ɡ ə f ɛ r t ə
Spielhalle;ʃ p iː l h a l ə
Spielplatz;ʃ p iː l p l a t s
Spielraum;ʃ p iː l r aʊ m
Spiel;ʃ p iː l
Spieltag;ʃ p iː l t aː k
Spielzeug;ʃ p iː l ts ɔʏ k
Spielzeugverkäufer;ʃ p iː l ts ɔʏ k v ɛɐ k aʊ ʔ ɔʏ f ɐ
Spießbürger;ʃ p iː s b yː r ɡ ɐ
Spießer;ʃ p iː s ɐ
Spinat;ʃ p i n aː t
Spind;ʃ p ɪ n t
Spinner;ʃ p ɪ n ɐ
Spinquantenzahl;ʃ p iː n k v a n t ə n ts aː l
Spirale;ʃ p i r aː l ə
Spiralgalaxie;ʃ p i r aː l ɡ a l a k s j ə
Spiritus;ʃ p i r iː t ʊ s
Spital;ʃ p i t aː l
Spitzel;ʃ p ɪ t s ə l
Spitzenhäubchen;ʃ p ɪ t s ə n h ɔʏ p ç ə n
Spitzenkandidatin;ʃ p ɪ t s ə n k a n d i d a t iː n
Spitzenkandidat;ʃ p ɪ t s ə n k a n d i d aː t
Spitzenqualität;ʃ p ɪ t s ə n k v a l i t ɛː t
Spitzenreiter;ʃ p ɪ t s ə n r aɪ t ɐ
Spitzentyp;ʃ p ɪ t s ə n t i p
Spitzer;ʃ p ɪ t s ɐ
Spitze;ʃ p ɪ t s ə
Spitzname;ʃ p ɪ t s n aː m ə
Spitz;ʃ p ɪ t s
Sporn;ʃ p oːɐ ɐ n
Sportclub;ʃ p ɔ r t k l ʊ p
Sportherz;ʃ p ɔɐ t s h ɐ ts
Sportklub;ʃ p ɔ r t k l ʊ p
Sportlerherz;ʃ p ɔɐ t ə l ɐ h ɐ ts
Sportlerin;ʃ p ɔɐ t ə l ə r ɪ n
Sportler;ʃ p ɔɐ t l ɐ
Sportmedizin;ʃ p ɔɐ t m e d i ts iː n
Sportwettkampf;ʃ p ɔɐ t s v ɛ t k a m p f
Spot;ʃ p ɔ t
Spöttelei;ʃ p œ t ə l aɪ
Spott;ʃ p ɔ t
Sprachgebrauch;ʃ p r aː x ɡ ə b r aʊ x
Sprachkurs;ʃ p r aː x k ʊɐ s
Sprachratgeber;ʃ p r aː x r ʔ a t ɡ eː b ɐ
Sprachraum;ʃ p r aː x r aʊ m
Sprachregelung;ʃ p r aː x r eː ɡ ə l ʊ ŋ
Sprachrohr;ʃ p r aː x r oː r
Sprachteil;ʃ p r aː x t aɪ l
Sprachtheil;ʃ p r aː x t h aɪ l
Sprachwandel;ʃ p r aː x v a n d ə l
Sprachwissenschaftlerin;ʃ p r aː x v ɪ s ə n ʃ a f t l ə r ɪ n
Sprachwissenschaftler;ʃ p r aː x v ɪ s ə n ʃ a f t l ɐ
Sprachwissenschaft;ʃ p r aː x v ɪ s ə n ʃ a f t
Sprechchor;ʃ p r ɛ ç ç ɔ r
Sprechen;ʃ p r ɛ ç ə n
Sprecher;ʃ p r ɛ ç ɐ
Sprechgesang;ʃ p r ɛ ç ɡ ə z a ŋ
Sprengstoffgürtel;ʃ p r ɛ ŋ s t ɔ f ɡ yː r t ə l
Sprengstoff;ʃ p r ɛ ŋ s t ɔ f
Sprengstoffweste;ʃ p r ɛ ŋ s t ɔ f v ɛ s t ə
Sprichwort;ʃ p r ɪ ç v œɐ t s
Springbrunnen;ʃ p r ɪ ŋ b r ʊ n ə n
Springpferd;ʃ p r ɪ ŋ p f ɐ t
Sprinkler;ʃ p r ɪ ŋ k l ɐ
Spritzfisch;ʃ p r ɪ t s f ɪ ʃ
Sprödmetall;s p r øː t m ə t a l
Sprössling;ʃ p r œ s l ɪ ŋ
Spross;ʃ p r ɔ s
Spruchband;ʃ p r ʊ x b aː n t
Spruch;ʃ p r ʊ x
Sprudel;ʃ p r uː d ə l
Sprühdose;ʃ p r yː d oː s ə
Sprühregen;ʃ p r yː r eː ɡ ə n
Sprungbrett;ʃ p r ʊ ŋ b r ɛ t
Sprunggelenk;ʃ p r ʊ ŋ ɡ ə l ɛ ŋ k
Sprungwurf;ʃ p r ʊ ŋ v ʊɐ s f
Spucke;ʃ p ʊ k ə
Spülbecken;ʃ p yː l b ɛ k ə n
Spule;ʃ p uː l ə
Spüllappen;ʃ p yː l ʔ a p ə n
Spülmaschine;ʃ p yː l m a ʃ iː n ə
Spültuch;ʃ p yː l t uː x
Spurenelement;ʃ p uː r ə n ʔ e l e m ɛ n t
Spurensicherung;ʃ p ʊ r ɛ n z ɪ ç ə r ʊ ŋ
Spur;ʃ p uːɐ
Staatsanleihe;ʃ t aː t s ʔ a n l aɪ ə
Staatsanwaltschaft;ʃ t aː t s ʔ a n v a l t ʃ a f t
Staatsbesuch;ʃ t aː t s b ə z uː x
Staatsbürgerin;ʃ t aː t s b yː r ɡ ə r ɪ n
Staatsbürgerschaft;ʃ t aː t s b ʏɐ ɡ ɐ ʃ a f t
Staatsbürger;ʃ t aː t s b ʏɐ ɡ ɐ
Staatschef;ʃ t aː t s ʃ ɛ f
Staatsführung;ʃ t aː t s f yː r ʊ ŋ
Staatsgebiet;ʃ t aː t s ɡ ə b iː t
Staatskanzlei;ʃ t aː t s k a n t s l aɪ
Staatskasse;ʃ t aː t s k a s ə
Staatspräsident;ʃ t aː t s p r ɛ z i d ɛ n t
Staatsregierung;ʃ t aː t s r ɛ ɡ iː r ʊ ŋ
Staatssekretär;ʃ t aː t s z e k r e t ɛːɐ
Staatsstreich;ʃ t aː t s ʃ t r aɪ ç
Staat;ʃ t aː t
Stäbchen;ʃ t ɛː p ç ə n
Stabhochsprung;ʃ t aː p h oː x ʃ p r ʊ ŋ
Stabilisierungsmittel;ʃ t a b i l i z iː r ʊ ŋ s m ɪ t ə l
Stab;ʃ t aː p
Stachelgurke;ʃ t a x ə l ɡ t r k ə
Stachel;ʃ t a x ə l
Stadion;ʃ t aː d j ɔ n
Stadium;ʃ t aː d j ʊ m
Stadtbezirk;ʃ t a t b ə ts i r k
Stadtbummel;ʃ t a t b ʊ m ə l
Städtepartnerschaft;ʃ t ɛː t ə p a r t n ɐ ʃ a f t
Städter;ʃ t ɛ t ɐ
Stadtgebiet;ʃ t a t ɡ ə b iː t
Stadtparlament;ʃ t a t p a r l a m ɛ n t
Stadtrat;ʃ t a t r aː t
Stadtrundfahrt;ʃ t a t r ʊ n t f aː r t
Stadtteil;ʃ t a t t aɪ l
Stadtviertel;ʃ t a t f ɪɐ t ə l
Stadtzentrum;ʃ t a t t s ɛ n t r ʊ m
Staffelei;ʃ t a f ə l aɪ
Staffellauf;ʃ t a f ə l j aʊ f
Staffel;ʃ t a f ə l
Stagnation;ʃ t a ɡ n a ts j oː n
Stahlgerüst;ʃ t aː l ɡ ə r ʏ s t
Stahlhelm;ʃ t aː l h ɛ l m
Stalagmit;ʃ t a l aː k m ɪ t
Stalaktit;ʃ t a l a k t ɪ t
Stall;ʃ t a l
Stallung;ʃ t a l ʊ ŋ
Stammbaum;ʃ t a m b aʊ m
Stammkneipe;ʃ t a m k n aɪ p ə
Stammlager;ʃ t a m l aː ɡ ɐ
Stamm;ʃ t a m
Stammtisch;ʃ t a m t ɪ ʃ
Stampede;ʃ t a m p eː d ə
Standardaussprache;ʃ t a n d a r t ʔ aʊ s ʃ p r aː x ə
Standardpotential;ʃ t a n d a r t p o t ɛ n ts j aː l
Standardwerk;ʃ t a n d a r t v ɐ k
Standardwert;ʃ t a n d a r t v ɐ t
Ständer;ʃ t ɛ n d ɐ
Standpauke;ʃ t a n t p aʊ k ə
Standpunkt;ʃ t a n t p ʊ ŋ k t
Stand;ʃ t a n t
Stängel;s t ɛ ŋ ə l
Stange;ʃ t a ŋ ə
Stannan;ʃ t a n aː n
Stannat;ʃ t a n a t
Stannit;ʃ t a n iː t
Stapel;ʃ t aː p ə l
Stapelverarbeitung;ʃ t aː p ə l v ə r ʔ a r b aɪ t ʊ ŋ
Stärkungsmittel;ʃ t ɐ k ʊ ŋ s m ɪ t ə l
Stärkung;ʃ t ɛɐ k ʊ ŋ
Starter;ʃ t a r t ɐ
Stationierung;ʃ t a ts j o n iː r ʊ ŋ
Statistin;ʃ t a t ɪ s t ɪ n
Statist;ʃ t a t ɪ s t
Stativ;ʃ t a t iː f
Stätte;ʃ t ɛ t ə
Statthalter;ʃ t a t h a l t ɐ
Staubblatt;ʃ t aʊ p b l a t
Stäubchen;ʃ t ɔʏ p ç ə n
Staubgefäß;ʃ t aʊ p ɡ ə f ɛ s
Staublappen;ʃ t aʊ b l a p ə n
Staubwedel;ʃ t aʊ p v eː d ə l
Staude;ʃ t aʊ d ə
Staunen;ʃ t aʊ n ə n
Stau;ʃ t aʊ
Stearat;ʃ t eː a r aː t
Stechmücke;ʃ t ɛ ç m ʏ k ə
Stechpalme;ʃ t ɛ ç p a l m ə
Stechuhr;ʃ t ɛ ç uː r
Steckbrief;ʃ t ɛ k b r iː f
Steckdose;ʃ t ɛ k d oː z ə
Stecken;ʃ t ɛ k ə n
Stecker;ʃ t ɛ k ɐ
Steckrübe;ʃ t ɛ k r ʔ yː b ə
Stegosaurier;ʃ t e ɡ o z aʊ r iː ə
Steg;ʃ t eː k
Stehlampe;ʃ t eː l a m p ə
Steigerung;ʃ t aɪ ɡ ə r ʊ ŋ
Steigrohr;ʃ t aɪ ɡ r oː r
Steig;ʃ t aɪ k
Steinadler;ʃ t aɪ n ʔ a d l ɐ
Steinbeißer;ʃ t aɪ n b aɪ s ɐ
Steinbock;ʃ t aɪ n b ɔ k
Steinbrech;ʃ t aɪ n b r ɛ ç
Steinbruch;ʃ t aɪ n b r ʊ x
Steinbutt;ʃ t aɪ n b ʊ t
Steinfrucht;ʃ t aɪ n f r ʊ x t
Steinigung;ʃ t aɪ n ɪ ɡ ʊ ŋ
Steinkauz;ʃ t aɪ n k aʊ ts
Steinmarder;ʃ t aɪ n m a r d ɐ
Steinmetzin;ʃ t aɪ n m ɛ t s ɪ n
Steinobst;ʃ t aɪ n ɔ p s t
Steinsalz;ʃ t aɪ n z a l ts
Steinzeit;ʃ t aɪ n ts aɪ t
Steißbein;ʃ t aɪ s b aɪ n
Steiß;ʃ t aɪ s
Stele;ʃ t eː l ə
Stellenwert;ʃ t ɛ l ə n v eːɐ t
Stelle;ʃ t ɛ l ə
Stellung;ʃ t ɛ l ʊ ŋ
Stellvertreter;ʃ t ɛ l f ɛɐ t r eː t ɐ
Stelze;ʃ t ɛ l ts ə
Stempel;ʃ t ɛ m p ə l
Stempeluhr;ʃ t ɛ m p e l u r
Stengel;ʃ t ɛ ŋ ə l
Stenograf;ʃ t ə n o ɡ r aː f
Steppenfuchs;ʃ t ɛ p ə n f ʊ k s
Steppenkatze;ʃ t ɛ p ə n k ʔ a t s ə
Steppenralle;ʃ t ɛ p ə n r aː l ə
Steppenwaran;ʃ t ɛ p ə n v a r aː n
Steppe;ʃ t ɛ p ə
Sterblichkeit;ʃ t ɐ b l ɪ ç k aɪ t
Stereotyp;ʃ t eː r e o t yː p
Sternbild;ʃ t ɐ n b ɪ l t
Sternenbanner;ʃ t ɐ n ə n b a n ɐ
Sternwind;ʃ t ɐ n v ɪ n t
Sternzeichen;ʃ t ɛɐ n ts aɪ ç ə n
Sterz;ʃ t ɐ ts
Stethoskop;ʃ t eː t o s k oː p
Steuerberater;ʃ t ɔʏ ɐ b ə r aː t ɐ
Steuerbord;ʃ t ɔʏ ɐ b oːɐ r t
Steuerhinterziehung;ʃ t ɔʏ ɐ h ɪ n t ɐ ts iː ʊ ŋ
Steueroase;ʃ t ɔʏ ɐ ʔ ɔ aː z ə
Steuerung;ʃ t ɔʏ ə r ʊ ŋ
Steuerwagen;ʃ t ɔʏ ɐ v aː ɡ ə n
Steuerzahler;ʃ t ɔʏ ɐ ts aː l ɐ
Stichprobe;ʃ t ɪ ç p r oː b ə
Stich;ʃ t ɪ ç
Stichtag;ʃ t ɪ ç t aː k
Stickoxid;ʃ t ɪ k ɔ k s iː t
Stickstoffatom;ʃ t ɪ k ʃ t ɔ f a t oː m
Stickstoffhalogenid;ʃ t ɪ k ʃ t ɔ f h a l o ɡ ə n ɪ d
Stickstoffmolekül;ʃ t ɪ k ʃ t ɔ f m o l ə k yː l
Stiefelknecht;ʃ t iː f ə l k n ɛ ç t
Stiefkind;ʃ t iː f k ɪ n t
Stiefmütterchen;ʃ t iː f m ʏ t ɐ ç ə n
Stiefmutter;ʃ t iː f m ʊ t ɐ
Stiefsohn;ʃ t iː f s oː n
Stieftochter;ʃ t iː f t ɔ x t ɐ
Stiefvater;ʃ t iː f f aː t ɐ
Stiege;ʃ t iː ɡ ə
Stieglitz;ʃ t iː ɡ l ɪ t s
Stiel;ʃ ts iː l
Stierkampf;ʃ t iː r k a m p f
Stier;ʃ t iːɐ
Stigmatisation;ʃ t ɪ ɡ m aː t i z a ts j oː n
Stigmatisierung;ʃ t ɪ ɡ m a t i z iː r ʊ ŋ
Stillleben;ʃ t ɪ l l eː b ə n
Stilllegung;ʃ t ɪ l l eː ɡ ʊ ŋ
Stil;s t iː l
Stimmengewirr;ʃ t ɪ m ə n ɡ ə v i r
Stimme;ʃ t ɪ m ə
Stirn;ʃ t ɪɐ n
Stocherkahn;ʃ t ɔ x ɐ k aː n
Stockente;ʃ t ɔ k ə n t ə
Stockfisch;ʃ t ɔ k f ɪ ʃ
Stock;ʃ t ɔ k
Stockwerk;ʃ t ɔ k v ɛɐ k
Stoffkreislauf;ʃ t ɔ f k r aɪ s l aʊ f
Stoffmengenanteil;ʃ t ɔ f m ɛ ŋ ə n ʔ a n t aɪ l
Stoff;ʃ t ɔ f
Stofftier;ʃ t ɔ f t iːɐ
Stoffwechselprodukt;ʃ t ɔ f v ɛ k s ə l p r o d ʊ k t
Stoffwechselprozess;ʃ t ɔ f v ɛ k s ə l p r o ts ɛ s
Stoffwechselweg;ʃ t ɔ f v ɛ k s ə l v eː k
Stollen;ʃ t ɔ l ə n
Stolperstein;ʃ t ɔ l p ɐ ʃ t aɪ n
Stopfleber;ʃ t ɔ p f l eː b ɐ
Stoppel;ʃ t ɔ p ə l
Stopp;ʃ t ɔ p
Stöpsel;ʃ t œ p s ə l
Stop;ʃ t ɔ p
Storch;ʃ t ɔɐ r ç
Stör;ʃ t øːɐ
Störung;ʃ t øː r ʊ ŋ
Stößel;ʃ t øː s ə l
Stoßwelle;s t oː s v ɛ l ə
Stövchen;s t œ f ç ɛ n
Strafantrag;ʃ t r a f a n t r aː k
Strafe;ʃ t r aː f ə
Straffreiheit;ʃ t r a f r aɪ h aɪ t
Strafmaßnahme;ʃ t r aː f m aː s n aː m ə
Strafraum;ʃ t r aː f r aʊ m
Strafrechtler;ʃ t r aː f r ɛ ç t l ɐ
Strafstoß;ʃ t r aː f ʃ t oː s
Strahlenschutz;ʃ t r aː l ə n ʃ ʊ t s
Strahlentierchen;ʃ t r aː l ə n t j ɐ ç ə n
Strahltriebwerk;ʃ t r aː l t r iː p v ɐ k
Strähne;ʃ t r ɛː n ə
Strandbad;ʃ t r a n t b aː t
Strand;ʃ t r a n t
Strang;ʃ t r a ŋ
Strapaze;ʃ t r a p a ts ə
Sträßchen;ʃ t r ɛː s ç ə n
Straßenbild;ʃ t r aː s ə n b ɪ l t
Straßenkreuzung;ʃ t r aː s ə n k r ɔʏ ts ʊ ŋ
Straßenmusikant;ʃ t r aː s ə n m u z i k a n t
Straßenpflaster;ʃ t r aː s ə n p f l a s t ɐ
Straßenprotest;ʃ t r aː s ə n p r o t ɛ s t
Straßenschild;ʃ t r aː s ə n ʃ ɪ l t
Straßenseite;ʃ t r aː s ə n z aɪ t ə
Strassenverkehr;ʃ t r aː s ə n f ɐ k eː r
Straßenverkehr;ʃ t r aː s ə n f ɛɐ k eːɐ
Strauch;ʃ t r aʊ x
Streber;ʃ t r eː b ɐ
Strebe;ʃ t r eː b ə
Streckenverlauf;ʃ t r ɛ k ə n f ɛɐ l aʊ f
Strecke;ʃ t r ɛ k ə
Streichinstrument;ʃ t r aɪ ç ɪ n s t r u m ɛ n t
Streich;ʃ t r aɪ ç
Streifenameisenwürger;ʃ t r aɪ f ə n a m aɪ z ə n v yː r ɡ ɐ
Streifenhörnchen;ʃ t r aɪ f ə n h œɐ n t ç ə n
Streifenschakal;ʃ t r aɪ f ə n s ç a k a l
Streifenwanze;ʃ t r aɪ f ə n v a n ts ə
Streife;ʃ t r aɪ f ə
Streifzug;ʃ t r aɪ f ts uː k
Streikgeld;ʃ t r aɪ k ɡ ɛ l t
Streitbeilegung;ʃ t r aɪ t b aɪ l eː ɡ ʊ ŋ
Streit;ʃ t r aɪ t
Streitwagen;ʃ t r aɪ t v aː ɡ ə n
Streuner;ʃ t r ɔʏ n ɐ
Streusalz;ʃ t r ɔʏ z a l ts
Streu;ʃ t r ɔʏ
Strichelchen;ʃ t r ɪ ç ə l ç ə n
Stricher;ʃ t r ɪ ç ɐ
Strichjunge;ʃ t r ɪ ç j ʊ ŋ ə
Strich;ʃ t r ɪ ç
Strick;ʃ t r ɪ k
Stripperin;ʃ t r ɪ p e r iː n
Stripper;ʃ t r ɪ p ɐ
Stroboskop;ʃ t r o b o s k oː p
Strohdach;ʃ t r oː d a x
Strohhälmchen;ʃ t r oː h ɛ l m ç ə n
Strohhalm;ʃ t r oː h a l m
Stromeyerit;ʃ t r o m aɪ ə r ɪ t
Stromnetz;ʃ t r ɔ m n ɛ t s
Stromquelle;ʃ t r ɔ m k v ɛ l ə
Stromstärke;ʃ t r o m ʃ t ɐ k ə
Stromstoß;ʃ t r oː m ʃ t oː s
Strom;ʃ t r oː m
Stromtrasse;ʃ t r oː m t r aː s ə
Strontianit;ʃ t r ɔ n t j aː n iː t
Strontiumamalgam;ʃ t r ɔ n t j ʊ m a m a l ɡ ə m
Strontiumferrit;ʃ t r ɔ n t j ʊ m f ɐ r ɪ t
Strontiumgehalt;ʃ t r ɔ n t j ʊ m ɡ ə h a l t
Strontiumisotop;ʃ t r ɔ n t j ʊ m i z o t oː p
Strontiummetall;ʃ t r ɔ n t j ʊ m ə t a l
Strontiumsalz;ʃ t r ɔ n t j ʊ m z a l ts
Strontium;ʃ t r ɔ n t j ʊ m
Strudel;ʃ t r uː d ə l
Strukturelement;ʃ t r ʊ k t u r ə l ʔ e m ɛ n t
Strukturprotein;ʃ t r ʊ k t ʊɐ s p r o t e iː n
Struktur;ʃ t r ʊ k t uːɐ
Strumpf;ʃ t r ʊ m p f
Stückchen;ʃ t ʏ k ç ə n
Stück;ʃ t ʏ k
Stückwerk;ʃ t ʏ k v ɐ k
Studentenblume;ʃ t u d ɛ n t ə n b l uː m ə
Studentenfutter;ʃ t u d ɛ n t ə n f ʊ t ɐ
Studentin;ʃ t u d ɛ n t ɪ n
Student;ʃ t u d ɛ n t
Stufe;ʃ t uː f ə
Stummel;ʃ t ʊ m ə l
Stummheit;ʃ t uː m h aɪ t
Stumpf;ʃ t ʊ m p f
Stundenkilometer;ʃ t ʊ n d ə n k i l o m eː t ɐ
Stürmer;ʃ t ʏɐ m ɐ
Sturm;ʃ t ʊɐ m
Stute;ʃ t uː t ə
Stützpunkt;ʃ t ʏ t s p ʊ ŋ k t
Stützrad;ʃ t ʏ t s r aː t
Stutzuhr;ʃ t uː t s uː h ɔɐ
Subdiakon;z ʊ p d i a k oː n
Sublimationspunkt;z u b l iː m a ts j oː n s p ʊ ŋ k t
Suboxid;z u b ɔ k s iː t
Subspezies;z ʊ p s p eː ts iː s
Substanz;z ʊ p s t a n ts
Substrat;z ʊ p ʃ t r aː t
Suchanfrage;z uː x ʔ a n f r aː ɡ ə
Suchbaum;z uː x b aʊ m
Suchmannschaft;z uː x m a n ʃ a f t
Südasien;z yː d ʔ a z j ə n
Südkoreanerin;z yː t k o r e a n ə r ɪ n
Südkoreaner;z yː t k o r e aː n ɐ
Südostküste;z yː t ʔ ɔ s t k ʏ s t ə
Suffix;z ʊ f ɪ k s
Suite;s v iː t ə
Suizid;z u i ts iː t
Sulfat;z ʊ l f aː t
Sulfid;z ʊ l f ɪ t
Sulfit;z ʊ l f iː t
Sulfonamid;z ʊ l f o n a m ɪ t
Sulfonat;z ʊ l f o n aː t
Sulfon;z ʊ l f oː n
Sulfosalz;z ʊ l f o z a l ts
Sulfoxid;z ʊ l f ɔ k s iː t
Sulfoxylat;z ʊ l f ɔ k s yː l a t
Sulfurylhalogenid;z ʊ l f v r y l h a l oː ɡ ə n ɪ d
Sultanat;z ʊ l t a n a t
Sülze;z ʏ l ts ə
Sumach;z uː m a x
